TRANSACTION_ID,SUPPLIER_PARENT_NAME,SUPPERLIER_NAME,MATERIAL_DESCRIPTION,GL_ACCOUNT_DESCRIPTION,INVOICE_DESCRIPTION,MCC_DESCRIPTION,PO_DESCRIPTION,AMOUNT
TRANS309919,PARENT_SUPPLIER_422201,SUPPLIER_422201,,INFO SYSEXP - SOFTWARE PURCHASED - CUSTOM,4122004417,,VHD Dashboard 2019," 4,403.24 "
TRANS353979,PARENT_SUPPLIER_433376,SUPPLIER_433376,,PROFESSIONAL SERVICES - OTHER CONSULTING,FEE,,," 1,908.82 "
TRANS249082,PARENT_SUPPLIER_526127,SUPPLIER_526127,,PROFESSIONAL SERVICES - OTHER CONSULTING,Brand Ambassador Agreement,,," 6,362.73 "
TRANS109962,PARENT_SUPPLIER_848216,SUPPLIER_848216,,PROMOTION EXPENSE - HONORARIUMS / GRANTS,FEE,,," 1,908.82 "
TRANS890271,PARENT_SUPPLIER_190368,SUPPLIER_190368,,PROFESSIONAL SERVICES - OTHER CONSULTING,PARKING,,, 61.08 
TRANS712543,PARENT_SUPPLIER_768378,SUPPLIER_768378,,PROFESSIONAL SERVICES - OTHER CONSULTING,FEE,,," 2,545.09 "
TRANS464086,PARENT_SUPPLIER_145434,SUPPLIER_145434,,MAINTENANCE CLEARING,,,RI030590   LINEAR BALL BUSHING PILLOW BL, 39.59 
TRANS135652,PARENT_SUPPLIER_708697,SUPPLIER_708697,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Fatura brut. 47,,AN - Congresso Brasileiro de Pediatria," 3,812.85 "
TRANS745637,PARENT_SUPPLIER_908195,SUPPLIER_908195,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,Fatura brut. 1420-1,,Bolsa apoio AG Prisma e Conecta," 1,906.43 "
TRANS877699,PARENT_SUPPLIER_782477,SUPPLIER_782477,,OTHER OUTSIDE SERVICES,Fatura brut. 61651,,ADD-CONTRATO ANALISE DE AMOSTRA AGUA, 160.14 
TRANS694834,PARENT_SUPPLIER_768066,SUPPLIER_768066,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,Fatura brut. 415-1,,ARMAFLEX 1, 198.27 
TRANS532776,PARENT_SUPPLIER_909104,SUPPLIER_909104,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,Fatura brut. 415-1,,ARMAFLEX 3/4'', 170.82 
TRANS801109,PARENT_SUPPLIER_486034,SUPPLIER_486034,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,Fatura brut. 415-1,,COLA ADESIVA ARMAFLEX 520/900ML, 810.56 
TRANS210274,PARENT_SUPPLIER_185452,SUPPLIER_185452,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1506654,,, 74.00 
TRANS540285,PARENT_SUPPLIER_337721,SUPPLIER_337721,,ACCRUED  USE TAX,,,, -2.68 
TRANS413375,PARENT_SUPPLIER_430268,SUPPLIER_430268,,ACCRUED  USE TAX,,,, -0.16 
TRANS446561,PARENT_SUPPLIER_970714,SUPPLIER_970714,,ACCRUED  USE TAX,,,, -0.21 
TRANS115437,PARENT_SUPPLIER_183011,SUPPLIER_183011,,ACCRUED  USE TAX,,,, -0.51 
TRANS792719,PARENT_SUPPLIER_407370,SUPPLIER_407370,,OTHER OUTSIDE SERVICES,AL31A SHEILA SCHAURER IM EXP AL31A-026,,, 106.31 
TRANS622638,PARENT_SUPPLIER_971271,SUPPLIER_971271,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1513781,,, 230.00 
TRANS117345,PARENT_SUPPLIER_516473,SUPPLIER_516473,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1513853,,, 375.00 
TRANS520155,PARENT_SUPPLIER_591628,SUPPLIER_591628,,ACCRUED  USE TAX,,,Shadow-Mark Tool Shadow Tape Yellow, -0.20 
TRANS701057,PARENT_SUPPLIER_945725,SUPPLIER_945725,,ACCRUED  USE TAX,,,Shadow-Mark Tool Shadow Tape Yellow, -0.50 
TRANS413072,PARENT_SUPPLIER_648992,SUPPLIER_648992,,MATERIALS AND SUPPLIES - OFFICE SUPPLIES,,,Shadow-Mark Tool Shadow Tape Yellow, 14.54 
TRANS343943,PARENT_SUPPLIER_740781,SUPPLIER_740781,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,Shadow-Mark Tool Shadow Tape Yellow, 88.06 
TRANS903076,PARENT_SUPPLIER_703110,SUPPLIER_703110,,MATERIALS AND SUPPLIES - OPERATIONS,,,2019 Blk PO for Diesel fuel, 463.22 
TRANS622731,PARENT_SUPPLIER_798979,SUPPLIER_798979,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,48x40 GMA Wood Pallet," 7,364.00 "
TRANS674143,PARENT_SUPPLIER_713443,SUPPLIER_713443,,ACCRUED  USE TAX,,,STORAGE CONTAINER RENTAL, -2.21 
TRANS699434,PARENT_SUPPLIER_146702,SUPPLIER_146702,,OTHER OUTSIDE SERVICES,,,STORAGE CONTAINER RENTAL, 204.69 
TRANS173513,PARENT_SUPPLIER_539909,SUPPLIER_539909,,MATERIALS AND SUPPLIES - OPERATIONS,,,2019 Blk PO for Diesel fuel, 479.99 
TRANS645108,PARENT_SUPPLIER_951577,SUPPLIER_951577,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,48x40 GMA Wood Pallet," 7,364.00 "
TRANS185544,PARENT_SUPPLIER_548452,SUPPLIER_548452,,ACCRUED  USE TAX,,,, -47.72 
TRANS448673,PARENT_SUPPLIER_319596,SUPPLIER_319596,,OTHER OUTSIDE SERVICES,AL31A TEKTON RSCH AKINSOLA 3213-001,,," 9,862.52 "
TRANS530757,PARENT_SUPPLIER_636930,SUPPLIER_636930,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1491985,,, 180.00 
TRANS371957,PARENT_SUPPLIER_474081,SUPPLIER_474081,,ACCRUED  USE TAX,,,blanket PO for ETC hearing solutions2019, -1.50 
TRANS336646,PARENT_SUPPLIER_319705,SUPPLIER_319705,,OTHER OUTSIDE SERVICES,,,blanket PO for ETC hearing solutions2019, 26.50 
TRANS311216,PARENT_SUPPLIER_307287,SUPPLIER_307287,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1474970,,, 37.50 
TRANS621054,PARENT_SUPPLIER_668044,SUPPLIER_668044,,OTHER OUTSIDE SERVICES,LEGAL#1480262,,, 910.72 
TRANS309931,PARENT_SUPPLIER_733300,SUPPLIER_733300,,ACCRUED  USE TAX,,,Photography to Support Brand Initiatives, -2.46 
TRANS403261,PARENT_SUPPLIER_514529,SUPPLIER_514529,,ACCRUED  USE TAX,,,Photography to Support Brand Initiatives, -6.14 
TRANS894699,PARENT_SUPPLIER_154315,SUPPLIER_154315,,ACCRUED  USE TAX,,,Photography to Support Brand Initiatives, -28.27 
TRANS190354,PARENT_SUPPLIER_813080,SUPPLIER_813080,,ACCRUED  USE TAX,,,, -5.43 
TRANS216199,PARENT_SUPPLIER_401438,SUPPLIER_401438,,ACCRUED  USE TAX,,,, -13.59 
TRANS300847,PARENT_SUPPLIER_613181,SUPPLIER_613181,,ACCRUED  USE TAX,,,, -1.71 
TRANS643519,PARENT_SUPPLIER_234942,SUPPLIER_234942,,ACCRUED  USE TAX,,,, -7.88 
TRANS564442,PARENT_SUPPLIER_622022,SUPPLIER_622022,,ACCRUED  USE TAX,,,, -7.88 
TRANS682971,PARENT_SUPPLIER_866265,SUPPLIER_866265,,PROMOTION EXPENSE,EXHIBIT,,, 750.00 
TRANS539609,PARENT_SUPPLIER_606744,SUPPLIER_606744,,ACCRUED  USE TAX,,,, -16.25 
TRANS600299,PARENT_SUPPLIER_230240,SUPPLIER_230240,,INTERCOMPANY - ACCTS RECEIVABLE,,,, 733.13 
TRANS392064,PARENT_SUPPLIER_509026,SUPPLIER_509026,,ACCRUED  USE TAX,,,, -43.13 
TRANS767768,PARENT_SUPPLIER_342972,SUPPLIER_342972,,INTERCOMPANY - ACCTS RECEIVABLE,,,," 99,642.90 "
TRANS218617,PARENT_SUPPLIER_249678,SUPPLIER_249678,,VAT RECEIVABLE - AUTOPOST,,,Lunch for MFG CSR (non-exempt), 145.77 
TRANS211740,PARENT_SUPPLIER_677347,SUPPLIER_677347,,MAINTENANCE SERVICES PURCHASED,,,Full-Time Safety Officer [FTWSHO," 5,123.72 "
TRANS687132,PARENT_SUPPLIER_237744,SUPPLIER_237744,,MAINTENANCE SERVICES PURCHASED,,,Site Commissioning," 3,074.23 "
TRANS830868,PARENT_SUPPLIER_893440,SUPPLIER_893440,,VAT RECEIVABLE - AUTOPOST,,,, 81.98 
TRANS760057,PARENT_SUPPLIER_607580,SUPPLIER_607580,,COST (PRICE) DIFF RM - THIRD PARTY-MANUAL,,,Liquid Maltose disposal-Jul19," 1,171.14 "
TRANS648543,PARENT_SUPPLIER_999594,SUPPLIER_999594,,VAT RECEIVABLE - AUTOPOST,,,, 202.90 
TRANS986103,PARENT_SUPPLIER_191772,SUPPLIER_191772,,MAINTENANCE SERVICES PURCHASED,,,Plant rental & service-Mar19 to Mar20, 568.00 
TRANS333011,PARENT_SUPPLIER_394318,SUPPLIER_394318,,VAT RECEIVABLE - AUTOPOST,,,, 722.44 
TRANS539010,PARENT_SUPPLIER_885511,SUPPLIER_885511,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,New 4000 Liters Air Receiver Tank c/w ho," 9,515.48 "
TRANS530235,PARENT_SUPPLIER_930566,SUPPLIER_930566,,PROFESSIONAL SERVICES - OTHER CONSULTING,,,GS Metrics ProjectBA consulting services," 4,708.33 "
TRANS102644,PARENT_SUPPLIER_944878,SUPPLIER_944878,,VAT RECEIVABLE - AUTOPOST,,,DoubleWall Aluminium Water Bottle 320ml, 448.97 
TRANS338354,PARENT_SUPPLIER_847951,SUPPLIER_847951,,COMPANY SPONSORED EMPLOYEE ACTIVITIES,,,A5 Moto Notebook (M2), -   
TRANS446473,PARENT_SUPPLIER_168745,SUPPLIER_168745,,COMPANY SPONSORED EMPLOYEE ACTIVITIES,,,A6 Moto Notebook, -   
TRANS232170,PARENT_SUPPLIER_245769,SUPPLIER_245769,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,A6 Moto Notebook, 942.40 
TRANS323395,PARENT_SUPPLIER_434057,SUPPLIER_434057,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,Foldable Sling Bag," 1,262.63 "
TRANS579962,PARENT_SUPPLIER_574434,SUPPLIER_574434,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,DoubleWall Aluminium Water Bottle 320ml," 2,561.86 "
TRANS702389,PARENT_SUPPLIER_113381,SUPPLIER_113381,,UTILITIES EXPENSE - OTHER,Sch.1763 control composition stoch.vod okt.19,,Conducting monitoring of the composition of waste water, 98.08 
TRANS619527,PARENT_SUPPLIER_563226,SUPPLIER_563226,,INPUT VAT TAX DEFERRED AUTO,,,, 65.46 
TRANS489085,PARENT_SUPPLIER_601165,SUPPLIER_601165,,UTILITIES EXPENSE - OTHER,Sch.1784 Vodootved poverh.stoch.vod th October.,,, 36.27 
TRANS789099,PARENT_SUPPLIER_234403,SUPPLIER_234403,,UTILITIES EXPENSE - OTHER,Sch.1784 Vodootved poverh.stoch.vod th October.,,, 61.54 
TRANS838839,PARENT_SUPPLIER_540449,SUPPLIER_540449,,INPUT VAT TAX DEFERRED AUTO,,,, 235.90 
TRANS870880,PARENT_SUPPLIER_514986,SUPPLIER_514986,,UTILITIES EXPENSE - OTHER,Sch.1783 Wastewater okt.19,,, 122.32 
TRANS221218,PARENT_SUPPLIER_233039,SUPPLIER_233039,,UTILITIES EXPENSE - OTHER,Sch.1783 Wastewater okt.19,,, 130.69 
TRANS350256,PARENT_SUPPLIER_408735,SUPPLIER_408735,,INPUT VAT TAX DEFERRED AUTO,,,, 108.93 
TRANS890342,PARENT_SUPPLIER_259636,SUPPLIER_259636,,UTILITIES EXPENSE - OTHER,Sch.1782 Water okt.19,,, 56.48 
TRANS702184,PARENT_SUPPLIER_413425,SUPPLIER_413425,,UTILITIES EXPENSE - OTHER,Sch.1782 Water okt.19,,, 95.92 
TRANS200940,PARENT_SUPPLIER_499457,SUPPLIER_499457,,UTILITIES EXPENSE - OTHER,Sch.1782 Water okt.19,,, 95.92 
TRANS245914,PARENT_SUPPLIER_932893,SUPPLIER_932893,,UTILITIES EXPENSE - OTHER,Sch.000710001632 penalty (fine) e / energy,,, 33.94 
TRANS666752,PARENT_SUPPLIER_548057,SUPPLIER_548057,,TRAINING,Sch.1929K / 1 Education 30.09-04.10.19,,Education Fedotova I., 812.34 
TRANS536285,PARENT_SUPPLIER_323211,SUPPLIER_323211,,INPUT VAT TAX DEFERRED AUTO,,,POKLAB5961 VACUUM PUMP, 151.40 
TRANS995393,PARENT_SUPPLIER_843760,SUPPLIER_843760,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,POKLAB5961 VACUUM PUMP, 757.02 
TRANS512215,PARENT_SUPPLIER_422725,SUPPLIER_422725,,INPUT VAT TAX DEFERRED AUTO,,,Vegetables and fruits, 5.04 
TRANS226700,PARENT_SUPPLIER_818913,SUPPLIER_818913,,INPUT VAT TAX DEFERRED AUTO,,,Vegetables and fruits, 10.67 
TRANS275637,PARENT_SUPPLIER_348398,SUPPLIER_348398,,OTHER OPERATING EXPENSE,food for sch.GL30157ot05.11.17,,Vegetables and fruits, 106.68 
TRANS629506,PARENT_SUPPLIER_208016,SUPPLIER_208016,,INPUT VAT TAX DEFERRED AUTO,,,Food, 68.25 
TRANS516091,PARENT_SUPPLIER_650612,SUPPLIER_650612,,OTHER OPERATING EXPENSE,food for sch.5604 on 11/06/19,,Food, 188.85 
TRANS928484,PARENT_SUPPLIER_319280,SUPPLIER_319280,,INPUT VAT TAX DEFERRED AUTO,,,," 2,175.34 "
TRANS408238,PARENT_SUPPLIER_423612,SUPPLIER_423612,,PROJECT SETTLEMENT TO ASSETS,Ventilation system,,Vent. system," 10,876.72 "
TRANS583876,PARENT_SUPPLIER_900907,SUPPLIER_900907,,INPUT VAT TAX DEFERRED AUTO,,,, 125.44 
TRANS708731,PARENT_SUPPLIER_844944,SUPPLIER_844944,CORRUGATED BOX 384§·284§·99 MM,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,"Cartons of 384 * 284 * 99- Mondi, RU / Mondi, RU", 160.56 
TRANS978565,PARENT_SUPPLIER_757593,SUPPLIER_757593,CORRUGATED BOX 364§·284§·117 MM,PPV EXCHANGE,,,"Cartons of 364 * 284 * 117- Mondi, RU / Mondi, RU", -   
TRANS167263,PARENT_SUPPLIER_699900,SUPPLIER_699900,CORRUGATED BOX 364§·284§·117 MM,PPV OTHER,,,"Cartons of 364 * 284 * 117- Mondi, RU / Mondi, RU", -   
TRANS364258,PARENT_SUPPLIER_175493,SUPPLIER_175493,CORRUGATED BOX 364§·284§·143 MM,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,"Cartons of 364 * 284 * 143 Mondi, RU / Mondi, RU", 251.76 
TRANS934703,PARENT_SUPPLIER_657936,SUPPLIER_657936,,INPUT VAT TAX DEFERRED AUTO,,,VORMAK838 gearmotors, 226.88 
TRANS453920,PARENT_SUPPLIER_448483,SUPPLIER_448483,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 153.30 
TRANS678953,PARENT_SUPPLIER_479757,SUPPLIER_479757,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 114.98 
TRANS507107,PARENT_SUPPLIER_653446,SUPPLIER_653446,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 114.98 
TRANS813370,PARENT_SUPPLIER_394703,SUPPLIER_394703,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 114.98 
TRANS253695,PARENT_SUPPLIER_717209,SUPPLIER_717209,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 91.98 
TRANS823428,PARENT_SUPPLIER_596878,SUPPLIER_596878,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 229.95 
TRANS375225,PARENT_SUPPLIER_370572,SUPPLIER_370572,,PROFESSIONAL SERVICES - OTHER CONSULTING,NET5293,,PSI Online assessment, 30.54 
TRANS321130,PARENT_SUPPLIER_937635,SUPPLIER_937635,,TRAINING,,,Course Fee," 5,281.06 "
TRANS137156,PARENT_SUPPLIER_479920,SUPPLIER_479920,,OTHER OUTSIDE SERVICES,,,Istat storage cases x 10, 461.81 
TRANS546967,PARENT_SUPPLIER_224453,SUPPLIER_224453,,VAT RECEIVABLE - AUTOPOST,,,Halford cycle 2 work, 424.18 
TRANS457026,PARENT_SUPPLIER_860883,SUPPLIER_860883,,PROFESSIONAL SERVICES - OTHER CONSULTING,1800008519,,Halford cycle 2 work," 2,120.91 "
TRANS362607,PARENT_SUPPLIER_359469,SUPPLIER_359469,,MATERIALS AND SUPPLIES - LAB SUPPLIES,HOTEL,,, 231.60 
TRANS564740,PARENT_SUPPLIER_451611,SUPPLIER_451611,,PROMOTION EXPENSE - HONORARIUMS / GRANTS,REG FEE,,, 407.21 
TRANS325539,PARENT_SUPPLIER_105004,SUPPLIER_105004,,PROFESSIONAL SERVICES - OTHER CONSULTING,FEE,,," 2,545.09 "
TRANS310483,PARENT_SUPPLIER_903798,SUPPLIER_903798,,PROFESSIONAL SERVICES - OTHER CONSULTING,FEE,,," 1,908.82 "
TRANS733820,PARENT_SUPPLIER_507865,SUPPLIER_507865,,PROFESSIONAL SERVICES - OTHER CONSULTING,FEE,,," 1,272.55 "
TRANS171057,PARENT_SUPPLIER_461751,SUPPLIER_461751,,PROFESSIONAL SERVICES - OTHER CONSULTING,FEE,,," 1,272.55 "
TRANS842210,PARENT_SUPPLIER_891104,SUPPLIER_891104,,GROSS SALES - THIRD PARTIES - DOMESTIC -MANUAL,4340921,,HSE - Training Course," 3,117.74 "
TRANS320713,PARENT_SUPPLIER_404766,SUPPLIER_404766,,VAT RECEIVABLE - AUTOPOST,,,Muscle Strength consensus guidelines," 1,145.29 "
TRANS909479,PARENT_SUPPLIER_869436,SUPPLIER_869436,,PROMOTION EXPENSE - AIDS,1001082,,Muscle Strength consensus guidelines," 5,726.45 "
TRANS758064,PARENT_SUPPLIER_806156,SUPPLIER_806156,,ACCRUED TAXES PAYABLE - VENDOR WITHHOLDING,Fatura brut. 61651,,ADD-CONTRATO ANALISE DE AMOSTRA AGUA, -7.45 
TRANS420996,PARENT_SUPPLIER_103069,SUPPLIER_103069,,ACCRUED TAXES PAYABLE - VENDOR WITHHOLDING,Fatura brut. 33,,MANUTENCAO E CALIBRACAO DE TOC FUSION, -32.65 
TRANS835161,PARENT_SUPPLIER_215117,SUPPLIER_215117,,ACCRUED TAXES PAYABLE - VENDOR WITHHOLDING,Fatura brut. 33,,MANUTENCAO E CALIBRACAO DE TOC FUSION, -35.11 
TRANS658966,PARENT_SUPPLIER_539384,SUPPLIER_539384,,MATERIALS AND SUPPLIES - OPERATIONS,Fatura brut. 33,,MANUTENCAO E CALIBRACAO DE TOC FUSION, 702.20 
TRANS576652,PARENT_SUPPLIER_317156,SUPPLIER_317156,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,2 SMU Rentals Keithley 6430-Sub-Femtoamp," 1,591.38 "
TRANS386284,PARENT_SUPPLIER_908752,SUPPLIER_908752,,PROFESSIONAL SERVICES - OTHER CONSULTING,,,MEDICAL WRITER SERVICES," 5,000.00 "
TRANS819142,PARENT_SUPPLIER_952165,SUPPLIER_952165,,PROFESSIONAL SERVICES - MARKET RESEARCH,"Collagen Market Size, Share & Trends",,," 5,355.00 "
TRANS710155,PARENT_SUPPLIER_434925,SUPPLIER_434925,,ACCRUED  USE TAX,,,, -0.23 
TRANS924924,PARENT_SUPPLIER_694281,SUPPLIER_694281,,ACCRUED  USE TAX,,,, -0.58 
TRANS499197,PARENT_SUPPLIER_257647,SUPPLIER_257647,,OTHER OUTSIDE SERVICES,AL31A SHEILA SCHAURER IM EXP AL31A-026,,, 120.07 
TRANS913872,PARENT_SUPPLIER_155975,SUPPLIER_155975,,ACCRUED  USE TAX,,,, -1.79 
TRANS108062,PARENT_SUPPLIER_602387,SUPPLIER_602387,,CLINICAL STUDY INVESTIGATOR GRANTS,AL31A MARIHERY DELGADO IM EXP AL31A-029,,, 47.73 
TRANS573842,PARENT_SUPPLIER_693769,SUPPLIER_693769,,CLINICAL STUDY INVESTIGATOR GRANTS,AL31A SHEILA SCHAURER IM EXP AL31A-026,,, 19.22 
TRANS526584,PARENT_SUPPLIER_425065,SUPPLIER_425065,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1513891,,, 230.00 
TRANS741096,PARENT_SUPPLIER_450091,SUPPLIER_450091,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1513916,,, 230.00 
TRANS575605,PARENT_SUPPLIER_679270,SUPPLIER_679270,,ACCRUED  USE TAX,,,Shadow-Mark Tool Shadow Tape Yellow, -2.28 
TRANS468291,PARENT_SUPPLIER_778240,SUPPLIER_778240,,OTHER OUTSIDE SERVICES,,,Wastewater Sludge Pickup," 1,040.00 "
TRANS614534,PARENT_SUPPLIER_490254,SUPPLIER_490254,,MATERIALS AND SUPPLIES - OPERATIONS,,,48x40 GMA Wood Pallet, 90.65 
TRANS713957,PARENT_SUPPLIER_683548,SUPPLIER_683548,,ACCRUED  USE TAX,,,STORAGE CONTAINER RENTAL, -2.45 
TRANS350412,PARENT_SUPPLIER_297007,SUPPLIER_297007,,ACCRUED  USE TAX,,,STORAGE CONTAINER RENTAL, -4.04 
TRANS881908,PARENT_SUPPLIER_484171,SUPPLIER_484171,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1491969,,," 4,410.00 "
TRANS160600,PARENT_SUPPLIER_213097,SUPPLIER_213097,,ACCRUED  USE TAX,,,, -19.09 
TRANS918160,PARENT_SUPPLIER_285539,SUPPLIER_285539,,ACCRUED  USE TAX,,,, -219.49 
TRANS941966,PARENT_SUPPLIER_172296,SUPPLIER_172296,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1486399,,," 7,688.58 "
TRANS514479,PARENT_SUPPLIER_726660,SUPPLIER_726660,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1477809,,, 330.00 
TRANS328407,PARENT_SUPPLIER_238382,SUPPLIER_238382,,OTHER OUTSIDE SERVICES,40 Study Subjects,,," 42,520.00 "
TRANS627324,PARENT_SUPPLIER_944628,SUPPLIER_944628,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1475426,,, 277.96 
TRANS236571,PARENT_SUPPLIER_229140,SUPPLIER_229140,,OTHER OUTSIDE SERVICES,,,Photography to Support Brand Initiatives," 5,691.24 "
TRANS230968,PARENT_SUPPLIER_251517,SUPPLIER_251517,,ACCRUED  USE TAX,,,, -62.49 
TRANS658482,PARENT_SUPPLIER_125108,SUPPLIER_125108,,PROFESSIONAL SERVICES - MARKET RESEARCH,,,PDS Organic early trier study," 12,581.51 "
TRANS317060,PARENT_SUPPLIER_971541,SUPPLIER_971541,,ACCRUED  USE TAX,,,, -0.68 
TRANS380071,PARENT_SUPPLIER_886439,SUPPLIER_886439,,ACCRUED  USE TAX,,,, -0.68 
TRANS138087,PARENT_SUPPLIER_765538,SUPPLIER_765538,,ACCRUED  USE TAX,,,, -1.71 
TRANS487265,PARENT_SUPPLIER_800837,SUPPLIER_800837,,ACCTS PAYABLE,Disposal and storage of Abbott Booth Po0,,," 4,998.55 "
TRANS553759,PARENT_SUPPLIER_122240,SUPPLIER_122240,,ACCTS PAYABLE,moved from wrong vendor26392,,, 885.47 
TRANS447436,PARENT_SUPPLIER_567428,SUPPLIER_567428,,ACCTS PAYABLE,moved from vendor16416,,," 23,756.40 "
TRANS698259,PARENT_SUPPLIER_731230,SUPPLIER_731230,,ACCTS PAYABLE,"Tokyo?Electric?Power?Co.,?Ltd.?(Automatic?Drop)",,, 243.16 
TRANS151437,PARENT_SUPPLIER_690803,SUPPLIER_690803,,ACCTS PAYABLE,moved from wrong vendor26392,,, 928.21 
TRANS307883,PARENT_SUPPLIER_771353,SUPPLIER_771353,,ACCTS PAYABLE,moved from wrong vendor26392,,, 885.47 
TRANS596147,PARENT_SUPPLIER_199057,SUPPLIER_199057,,ACCTS PAYABLE,moved from wrong vendor26392,,," 1,032.03 "
TRANS467565,PARENT_SUPPLIER_162188,SUPPLIER_162188,,ACCTS PAYABLE,moved from wrong vendor26392,,," 1,540.55 "
TRANS142732,PARENT_SUPPLIER_323367,SUPPLIER_323367,,ACCTS PAYABLE,TH104-10-2019/Booth,,, 383.64 
TRANS344958,PARENT_SUPPLIER_948350,SUPPLIER_948350,,ACCTS PAYABLE,Motivational speaker Jim Lawlesss Po0176,,, 331.09 
TRANS982461,PARENT_SUPPLIER_839088,SUPPLIER_839088,,ACCTS PAYABLE,moved from wrong vendor26392,,, 901.07 
TRANS283420,PARENT_SUPPLIER_659892,SUPPLIER_659892,,ACCTS PAYABLE,moved from wrong vendor26392,,, 901.07 
TRANS645929,PARENT_SUPPLIER_973696,SUPPLIER_973696,,ACCTS PAYABLE,moved from vendor16416,,," 23,756.40 "
TRANS935137,PARENT_SUPPLIER_109196,SUPPLIER_109196,,ACCTS PAYABLE,moved from wrong vendor26392,,, 941.78 
TRANS579184,PARENT_SUPPLIER_636068,SUPPLIER_636068,,ACCTS PAYABLE,moved from wrong vendor26392,,, 901.07 
TRANS611135,PARENT_SUPPLIER_969297,SUPPLIER_969297,,ACCTS PAYABLE,moved from wrong vendor26392,,," 1,421.41 "
TRANS589776,PARENT_SUPPLIER_322455,SUPPLIER_322455,,ACCTS PAYABLE,moved from vendor16416,,," 23,756.40 "
TRANS751837,PARENT_SUPPLIER_401630,SUPPLIER_401630,,ACCTS PAYABLE,moved from vendor16416,,," 29,784.78 "
TRANS502503,PARENT_SUPPLIER_340134,SUPPLIER_340134,,ACCTS PAYABLE,TH101-10-2019/Booth,,, 479.55 
TRANS159924,PARENT_SUPPLIER_528864,SUPPLIER_528864,,ACCTS PAYABLE,Digital Strategy course Helen Oberg,,," 4,335.73 "
TRANS903628,PARENT_SUPPLIER_177319,SUPPLIER_177319,,ACCTS PAYABLE,Correction of Doc1900001263,,," 1,724.00 "
TRANS401064,PARENT_SUPPLIER_273290,SUPPLIER_273290,,ACCTS PAYABLE,Correction of Doc1900001569,,," 4,021.00 "
TRANS133102,PARENT_SUPPLIER_590848,SUPPLIER_590848,,ACCTS PAYABLE,moved from vendor16416,,," 23,756.40 "
TRANS206572,PARENT_SUPPLIER_308124,SUPPLIER_308124,,ACCTS PAYABLE,"APHRS-VIP ROOM DECORATION, VERA MAK",,," 1,884.90 "
TRANS464819,PARENT_SUPPLIER_756990,SUPPLIER_756990,,ACCTS PAYABLE,"Amiroad, Lda.",,, 89.72 
TRANS646897,PARENT_SUPPLIER_902488,SUPPLIER_902488,,ACCTS PAYABLE,Structural Heart ELT Meeting-September10,,," 1,236.26 "
TRANS101135,PARENT_SUPPLIER_327799,SUPPLIER_327799,,ACCTS PAYABLE,Additif No. 1620946-1,,, 459.82 
TRANS713946,PARENT_SUPPLIER_932190,SUPPLIER_932190,,ACCTS PAYABLE,Non-Compliant MEDIZINISCHE UNIVERSITAET,,," 2,018.73 "
TRANS513872,PARENT_SUPPLIER_380837,SUPPLIER_380837,,ACCTS PAYABLE,Off site dinner at PCIO XPAND MEETING Po,,," 6,355.64 "
TRANS381331,PARENT_SUPPLIER_985017,SUPPLIER_985017,,ACCTS PAYABLE,moved from wrong vendor26392,,," 1,596.46 "
