ID,FRAUD,DATE,POLICY_LENGTH,LOCALITY,REGION,GENDER,CLAIM_POLICY_DIFF_A,CLAIM_POLICY_DIFF_B,CLAIM_POLICY_DIFF_C,CLAIM_POLICY_DIFF_D,CLAIM_POLICY_DIFF_E,POLICY_CLAIM_DAY_DIFF,DISTINCT_PARTIES_ON_CLAIM,CLM_AFTER_RNWL,NOTIF_AFT_RENEWAL,CLM_DURING_CAX,COMPLAINT,CLM_before_PAYMENT,PROP_before_CLM,NCD_REC_before_CLM,NOTIF_DELAY,ACCIDENT_NIGHT,NUM_PI_CLAIM,NEW_VEHICLE_BEFORE_CLAIM,PERSONAL_INJURY_INDICATOR,CLAIM_TYPE_ACCIDENT,CLAIM_TYPE_FIRE,CLAIM_TYPE_MOTOR_THEFT,CLAIM_TYPE_OTHER,CLAIM_TYPE_WINDSCREEN,LOCAL_TEL_MATCH,LOCAL_M_CLM_ADD_MATCH,LOCAL_M_CLM_PERS_MATCH,LOCAL_NON_CLM_ADD_MATCH,LOCAL_NON_CLM_PERS_MATCH,federal_TEL_MATCH,federal_CLM_ADD_MATCH,federal_CLM_PERS_MATCH,federal_NON_CLM_ADD_MATCH,federal_NON_CLM_PERS_MATCH,SCR_LOCAL_RULE_COUNT,SCR_NAT_RULE_COUNT,RULE_MATCHES,CLAIM_DESCRIPTION
271,0,31/01/2013,9 month,FY6,FY,1,0,1,0,0,0,21.5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty nothing where of latter about less had carpark left vehicle slow right mall stopped motorbike not indicating emergency vehicle
272,0,31/05/2014,9 month,NN5,NN,0,0,0,0,1,0,143.5,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,why until also co whereupon or always namely parking lot motorbike driving slow carpark indicating caravan stopped mall whiplash vehicle
273,0,,12 month,PL6,PL,0,0,0,0,0,1,182.0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,who seem down both beforehand on whether seems indicating driving slow sun school not indicating carpark right van emergency vehicle
275,0,31/07/2014,12 month,CH3,CH,0,0,0,0,0,1,181.0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fify alone onto give top with could upon slow caravan vehicle windscreen van roundabout left fast car whiplash vehicle
276,0,31/10/2014,6 month,CF83,CF,1,0,0,0,1,0,71.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,through onto hers towards again eleven wherever fire slow brakes right indicating car van suddenly not indicating roundabout emergency vehicle
277,0,31/12/2013,12 month,DA17,DA,0,0,0,0,1,0,46.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the beforehand and another eleven who at bottom brakes sun right roundabout indicating slow school carpark vehicle neck vehicle
278,0,,12 month,LN11,LN,0,0,0,0,1,0,116.5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whereupon ours forty yet during sometime etc been van motorbike parking lot slow car vehicle left windscreen mall emergency vehicle
280,0,31/05/2014,12 month,ST16,ST,0,0,0,0,1,0,51.5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,name up always seems sometimes neither be where roundabout brakes windscreen driving motorbike stopped fast suddenly left emergency whiplash
281,0,31/12/2013,12 month,ML5,ML,0,0,0,0,1,0,61.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thru via but whether the above anyhow seems school brakes vehicle parking lot suddenly left right carpark caravan speed limit neck
282,1,,6 month,M26,M,0,0,0,0,1,0,152.5,4,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,become of hasnt always third please except hereafter car carpark caravan vehicle slow roundabout driving stopped school vehicle whiplash
283,0,31/08/2014,6 month,L9,L,1,0,0,1,0,0,42.5,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,part within has one amoungst twenty can latter parking lot slow brakes roundabout caravan van carpark sun driving vehicle neck
285,0,,12 month,SO16,SO,1,0,0,0,1,0,165.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,hereupon as though whence give ltd elsewhere we left motorbike roundabout stopped not indicating caravan fast indicating driving emergency vehicle
286,0,,9 month,NE6,NE,0,0,0,0,1,0,77.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,between do hereafter there without then it of motorbike carpark stopped right slow van driving indicating brakes speed limit neck
287,0,31/08/2013,9 month,KT4,KT,0,1,0,0,0,0,11.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thereafter would but seem un cry their always vehicle driving car school fast sun left right caravan vehicle neck
288,0,31/05/2014,9 month,SA4,SA,1,0,0,0,1,0,97.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moreover show go much get etc other might slow brakes caravan parking lot sun carpark indicating mall van vehicle whiplash
289,1,31/01/2013,6 month,DE73,DE,0,0,0,0,1,0,105.0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,still alone has thickv ourselves ltd that may left vehicle parking lot stopped driving caravan fast school brakes emergency neck
291,0,31/08/2013,9 month,NE22,NE,0,1,0,0,0,0,13.5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,many sincere until whom may she noone un mall brakes school caravan windscreen indicating fast slow car whiplash vehicle
292,0,,6 month,EN11,EN,0,1,0,0,0,0,7.0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,towards un were six whenever that hundred besides school left slow brakes windscreen roundabout indicating motorbike not indicating vehicle emergency
293,0,31/05/2014,9 month,PH21,PH,1,1,0,0,0,0,13.0,6,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,due amongst found same forty third our move right suddenly driving left carpark fast indicating slow car speed limit emergency
294,0,31/12/2013,12 month,TN16,TN,0,0,0,0,1,0,60.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,may eg he five for yourselves were no carpark suddenly stopped brakes slow caravan car right roundabout neck speed limit
295,0,31/12/2013,6 month,WR15,WR,0,0,0,0,1,0,81.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,very whither however fifteen therein herein mostly meanwhile car mall caravan school brakes left slow carpark motorbike whiplash vehicle
300,0,,12 month,PO9,PO,0,0,0,0,1,0,166.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,within meanwhile noone our themselves con seemed them slow indicating roundabout carpark right left suddenly school mall whiplash neck
301,0,31/08/2013,12 month,CA2,CA,1,1,0,0,0,0,6.5,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,forty amongst even once thus toward everyone due roundabout brakes driving parking lot caravan motorbike suddenly windscreen carpark vehicle whiplash
302,1,,12 month,NG4,NG,1,1,0,0,0,0,12.5,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,itself whence anyhow will us further onto anywhere brakes driving stopped suddenly car slow parking lot windscreen sun emergency neck
303,0,,12 month,ML2,ML,0,0,0,0,1,0,95.5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,about throughout and on down fifteen move at car driving school slow carpark mall windscreen indicating suddenly neck emergency
304,0,31/07/2013,12 month,RH6,RH,0,0,0,0,1,0,95.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,via alone wherever either too we anything other school suddenly car motorbike windscreen not indicating brakes left parking lot vehicle emergency
306,0,31/08/2014,12 month,WA5,WA,1,0,0,0,1,0,164.0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,thence the other fill whose anything whereby a motorbike windscreen roundabout brakes indicating sun slow right stopped neck emergency
307,0,31/07/2014,12 month,WA11,WA,1,0,1,0,0,0,27.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,call per whether ltd although above herself wherein windscreen caravan right roundabout mall suddenly brakes indicating vehicle vehicle emergency
308,0,,12 month,BT82,BT,0,0,0,0,1,0,97.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,from thereby forty here we eleven more it right mall vehicle motorbike not indicating sun brakes car slow whiplash neck
309,0,31/01/2014,6 month,G13,G,0,0,0,0,1,0,164.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whereupon ours while inc besides somewhere if beforehand right motorbike stopped indicating not indicating fast vehicle suddenly brakes whiplash emergency
310,0,,9 month,EH48,EH,0,0,0,0,1,0,142.5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toward to nor may get across himself latterly vehicle caravan right left brakes fast roundabout parking lot sun emergency neck
311,1,31/05/2013,12 month,DT2,DT,1,1,0,0,0,0,12.5,8,0,0,0,0,0,0,1,0,0,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,everywhere become may below every except a whereafter vehicle right carpark slow not indicating mall motorbike driving roundabout neck whiplash
312,0,,6 month,LE7,LE,0,0,0,0,1,0,51.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,below herself besides might an the thereafter already windscreen vehicle driving brakes suddenly mall stopped not indicating sun vehicle neck
313,0,,6 month,EX6,EX,0,0,0,0,1,0,73.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,forty when cant as seemed together before two motorbike suddenly left sun slow mall vehicle fast right speed limit whiplash
314,0,,6 month,L21,L,0,0,0,0,1,0,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,eight had nevertheless ltd therefore whether another your motorbike windscreen caravan vehicle fast school car right indicating emergency neck
316,1,31/07/2013,9 month,NP7,NP,1,0,0,0,0,1,170.0,6,1,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,third before fire our but we was too left van windscreen sun mall suddenly car driving not indicating emergency whiplash
317,0,,9 month,EH11,EH,1,0,1,0,0,0,27.5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,otherwise whereupon seeming another ie an only off carpark mall slow caravan stopped sun left parking lot windscreen vehicle emergency
318,0,31/05/2014,12 month,CM11,CM,0,0,0,0,1,0,132.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,see noone full now up hundred cannot than not indicating school van brakes left stopped indicating roundabout driving speed limit vehicle
319,0,,12 month,IM2,IM,0,0,0,0,1,0,110.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,its next neither thin part against to go windscreen sun motorbike stopped fast parking lot vehicle brakes indicating whiplash emergency
320,0,,12 month,CM18,CM,0,0,0,0,0,1,179.5,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,otherwise much several a an back under name stopped not indicating driving brakes fast carpark sun windscreen roundabout emergency whiplash
321,0,31/01/2013,6 month,B90,B,0,0,0,0,1,0,146.5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,due same de interest may those rather fill windscreen driving suddenly left motorbike parking lot car stopped brakes whiplash speed limit
322,0,31/01/2013,12 month,DN19,DN,0,0,0,0,1,0,147.5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,many part co before ltd would someone then car van carpark driving parking lot school roundabout not indicating fast speed limit whiplash
323,0,,6 month,AB42,AB,1,0,1,0,0,0,15.5,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,had co some beyond in why you him slow suddenly not indicating parking lot school fast brakes vehicle carpark vehicle speed limit
324,0,31/10/2014,12 month,HD8,HD,0,0,0,0,0,1,175.0,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,upon since onto else beforehand besides put around stopped roundabout van vehicle mall suddenly carpark left windscreen vehicle emergency
326,0,31/08/2014,12 month,BN9,BN,1,0,0,0,1,0,73.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,around be about co almost another mine least school car right stopped caravan brakes motorbike left parking lot speed limit whiplash
327,0,31/01/2014,12 month,OL8,OL,1,0,0,0,1,0,160.0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,re within others whence see but himself nobody driving van windscreen school brakes motorbike carpark parking lot left speed limit vehicle
329,1,,6 month,DA14,DA,1,0,0,0,1,0,164.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,de because yourself two across whereupon per their sun mall motorbike carpark stopped caravan not indicating vehicle car neck emergency
330,0,,12 month,PA16,PA,0,0,0,0,1,0,57.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beyond ever elsewhere rather hasnt be why couldnt suddenly caravan vehicle sun carpark mall left indicating school whiplash speed limit
332,0,31/08/2014,6 month,ST10,ST,0,0,0,0,0,1,171.5,8,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,therein beyond third fill whence each seemed seem left driving caravan suddenly indicating carpark roundabout parking lot sun vehicle neck
333,0,,12 month,DN32,DN,0,0,0,0,1,0,92.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the keep still among during a full across driving van mall not indicating vehicle roundabout carpark fast slow emergency speed limit
334,1,,12 month,SE9,SE,1,0,0,0,1,0,47.0,6,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,thickv such whenever together back may often they windscreen mall parking lot stopped motorbike brakes school right car emergency vehicle
335,0,31/12/2013,12 month,LA13,LA,1,0,1,0,0,0,22.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,against well is while on after amoungst four right indicating suddenly sun carpark parking lot slow car windscreen vehicle neck
337,1,31/01/2014,6 month,G44,G,1,0,0,0,1,0,82.5,11,0,0,0,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,full to enough whereas it thickv through under indicating sun motorbike right stopped vehicle mall fast car vehicle whiplash
338,0,31/05/2014,6 month,LL22,LL,0,0,0,0,1,0,123.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seemed have its since third whoever someone become suddenly fast brakes motorbike parking lot van car sun right vehicle emergency
339,0,31/07/2014,6 month,CA26,CA,0,0,0,0,1,0,100.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,least sixty on put how here amoungst bottom carpark motorbike school fast mall van parking lot sun not indicating whiplash vehicle
340,0,,9 month,DL1,DL,1,1,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hereupon whether each moreover together yet whom twelve windscreen suddenly not indicating vehicle mall car van motorbike roundabout neck speed limit
341,0,31/07/2014,12 month,SE12,SE,0,0,0,0,1,0,137.5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,already until elsewhere beyond also otherwise eg both brakes school fast right parking lot vehicle driving motorbike windscreen vehicle whiplash
344,0,31/05/2014,6 month,ST16,ST,0,0,1,0,0,0,17.0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,or ltd amongst under same already nevertheless nor driving slow stopped left motorbike fast caravan parking lot not indicating neck whiplash
346,1,,9 month,TS3,TS,1,0,0,0,1,0,77.0,10,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,1,behind thereupon between serious less namely throughout below vehicle slow stopped mall indicating carpark not indicating school car whiplash speed limit
347,0,,6 month,E15,E,1,1,0,0,0,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,should could done thereafter have serious three what driving car slow roundabout windscreen sun van parking lot carpark vehicle emergency
349,0,,9 month,PO12,PO,1,0,0,1,0,0,41.5,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,might who moreover we seem etc mostly hereby fast stopped right left slow mall van brakes not indicating speed limit emergency
350,0,,12 month,KY11,KY,0,0,0,0,1,0,51.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,few all however re bill neither we he slow suddenly sun fast not indicating caravan van indicating left speed limit whiplash
351,0,,6 month,AB44,AB,1,0,0,1,0,0,31.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,almost whose we whereby well cant must during mall vehicle left motorbike fast not indicating right stopped indicating whiplash neck
352,0,31/07/2014,12 month,DY11,DY,1,0,0,0,1,0,52.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,themselves hereupon next already her latter hasnt eg roundabout left windscreen brakes carpark sun van indicating not indicating vehicle speed limit
353,0,,12 month,BT51,BT,0,0,0,0,1,0,60.0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,your due up becomes nothing toward any seem windscreen mall school vehicle driving car motorbike fast carpark vehicle neck
354,0,,12 month,PE29,PE,1,0,0,0,1,0,110.0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,become top thickv above two noone next of brakes vehicle car fast carpark left school motorbike roundabout neck speed limit
355,0,,12 month,FK5,FK,1,0,0,0,1,0,91.0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noone but wherever should against seems everyone her vehicle mall fast right driving van suddenly caravan stopped speed limit vehicle
356,0,31/10/2013,6 month,TW12,TW,1,0,0,0,1,0,97.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,above namely down neither first nothing anyone couldnt indicating windscreen left roundabout caravan brakes slow fast parking lot whiplash vehicle
357,0,31/07/2014,9 month,SS8,SS,0,0,0,0,1,0,99.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,whose not ie whom whole against there call fast carpark van caravan right roundabout not indicating slow mall emergency whiplash
358,0,31/12/2013,9 month,IP8,IP,0,0,1,0,0,0,18.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,often five detail from nobody hereafter became too stopped brakes vehicle van driving roundabout right parking lot caravan vehicle whiplash
359,0,31/03/2014,6 month,CH5,CH,1,0,0,0,1,0,74.5,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,top three except its above hereafter own becoming motorbike van carpark driving windscreen not indicating stopped vehicle right whiplash speed limit
360,0,,9 month,PE30,PE,1,0,1,0,0,0,23.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,formerly found there system anything several indeed me windscreen slow sun roundabout car parking lot driving not indicating fast speed limit emergency
361,1,31/01/2014,12 month,SE28,SE,1,0,0,0,1,0,70.0,10,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,1,her moreover over hereby been only due became vehicle left van not indicating suddenly driving roundabout slow mall speed limit vehicle
362,0,,12 month,PH10,PH,0,0,0,0,1,0,152.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,were them keep though thickv nothing have after indicating not indicating brakes car caravan mall roundabout driving vehicle emergency whiplash
363,0,31/07/2013,9 month,TF2,TF,0,0,0,0,1,0,144.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some had above amount find further somewhere first fast indicating parking lot sun right van suddenly brakes windscreen speed limit vehicle
366,0,,9 month,DA17,DA,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hasnt these few himself and you become whose parking lot right roundabout mall carpark motorbike suddenly van vehicle whiplash vehicle
367,0,31/01/2014,6 month,G75,G,1,0,0,0,1,0,137.5,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,behind within for find have becomes upon whither sun van car not indicating mall caravan fast suddenly right emergency neck
368,0,31/05/2014,12 month,SN5,SN,1,0,0,0,1,0,149.5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,but those go her their eg we third school car indicating fast van suddenly motorbike driving roundabout whiplash neck
369,0,31/01/2013,12 month,EX32,EX,0,0,0,0,1,0,153.5,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,if another cant fill after whither mill been car slow school vehicle not indicating parking lot indicating roundabout carpark whiplash neck
370,0,,6 month,RG12,RG,0,0,0,0,1,0,115.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,any yours each further among these a un brakes not indicating mall sun carpark vehicle stopped fast motorbike emergency speed limit
372,0,,6 month,G15,G,0,0,0,0,1,0,162.0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,again anyway none either together another no her left right roundabout car motorbike brakes school not indicating sun whiplash vehicle
373,0,31/01/2013,6 month,TW7,TW,1,0,0,0,1,0,54.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,are also ourselves were herself ever side several windscreen carpark sun suddenly van brakes mall right motorbike speed limit vehicle
374,1,,9 month,ML6,ML,0,0,1,0,0,0,27.5,8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,than would and whereafter neither at our see caravan left slow sun stopped brakes motorbike windscreen van neck speed limit
375,1,31/03/2014,12 month,BT54,BT,0,0,0,1,0,0,42.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,off therefore without much often hereafter seem across carpark caravan stopped fast roundabout vehicle van left motorbike vehicle neck
376,0,31/12/2013,9 month,PL6,PL,1,0,0,0,1,0,159.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hereupon herself describe formerly do too above its stopped parking lot car windscreen fast motorbike right suddenly van speed limit neck
379,1,31/05/2013,9 month,NG33,NG,1,1,0,0,0,0,3.0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,1,serious so latter whereas up since enough wherever slow car motorbike right mall brakes not indicating van parking lot neck speed limit
380,0,31/01/2013,12 month,BA3,BA,0,0,1,0,0,0,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,up on well herself whereupon whenever that under roundabout mall windscreen van indicating fast left sun suddenly speed limit vehicle
381,0,31/01/2013,12 month,AB43,AB,1,0,0,0,0,1,177.5,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hasnt please now us such whom during top fast suddenly parking lot roundabout left car brakes vehicle right vehicle speed limit
383,1,31/07/2013,12 month,KY11,KY,1,0,0,0,1,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,ie whether nobody whereas part here must if driving brakes right left caravan vehicle car suddenly fast whiplash vehicle
384,0,,9 month,CF83,CF,1,0,0,0,1,0,124.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yourselves few the only which then via they brakes right not indicating suddenly carpark sun caravan van vehicle vehicle emergency
386,0,31/10/2013,12 month,NN10,NN,1,0,0,1,0,0,37.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forty its us though next no rather twenty school indicating vehicle left car brakes carpark stopped fast speed limit whiplash
387,0,31/07/2014,12 month,CM18,CM,1,1,0,0,0,0,10.0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,therefore then fify upon yet towards now any roundabout suddenly van driving vehicle left brakes indicating fast speed limit whiplash
388,0,,9 month,NG17,NG,1,0,0,0,1,0,120.5,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,elsewhere some beforehand out bill see anyhow might parking lot caravan roundabout stopped sun slow suddenly fast right speed limit emergency
